,ProlificParticipantID,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logBouma,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP,logRSVP
94,63d13dbf2d8a41f897c4d8fd,0.2787739589404665,,,,,,,,,,-0.35807512178180645,,,,,,-0.6802305305416531,,,,,,,,2.8307116583836436,,,,,,,,,,2.854995331883644,,,,,,2.8630377503836435,,,,,,,
95,63f8aeb6c9098e0ef3bf3553,,,,,,,,,-0.9938015305610806,,,,,-1.16328291977738,,,,,,,,,,,,,,,,3.353985258883644,,,3.418267621383644,,,,,3.3731431673836427,,,,,,,,,,
96,63fa2f029381a13d9f2a36a8,,,-0.5791328129302625,,,,,,,,,,,,,,,0.0812677177094641,,-0.462377193271236,,,,,,,3.1980957843836446,,,,,,,,,,,,,,,3.1632802333836443,,3.1626767978836425,,,,
97,6400dd2b5b4a2803b2fce1dc,,,,,,,,,,,,,,,,-0.873730435918707,,,,,-0.8710569592330679,,0.201472518492682,,,,,,,,,,,,,,,,,3.303037603883644,,,,,3.270696573883643,,3.008980000883643,
98,640d43c9451ce148162a7643,,,,,,,,,,,,,,,-0.276807673687668,,,,,,,-0.6196542014708055,,-0.302692902385488,,,,,,,,,,,,,,,2.8235559638836434,,,,,,,3.0265299283836438,,2.898307168883644
99,641081a1261eb10752b72497,,,,,,,,,,,,,,,,-0.192400565023254,,,,,-0.31628410698613996,,0.39374079485496305,,,,,,,,,,,,,,,,,2.9344939688836433,,,,,3.064066237383644,,2.7266630968836436,
100,64a6e31ef9a471c4f100c91f,,,,-0.625275700477746,-0.6100665151370195,,,,,,,,-0.0478189567832797,,,,,,,,,,,,,,,2.837596344383644,2.521568654383644,,,,,,,,2.5966520958836434,,,,,,,,,,,
101,650ee274aa4447ac435b7830,,,,,,,,,,,,,,,0.22525672592912,,,,,,,-0.4837061343179705,,0.297401445382652,,,,,,,,,,,,,,,2.3987411308836437,,,,,,,2.779239301883644,,2.5806017493836437
102,651034a4f128b24845c86772,-0.837914060316666,,,,,,,,,,-1.3578417275951549,,,,,,-1.330478279619145,,,,,,,,2.958820003383644,,,,,,,,,,3.214660498383644,,,,,,3.235993270883644,,,,,,,
103,65328dce159245f95fdd4e13,,,,,,,,,,,,,,,-0.495276448330259,,,,,,,-1.18657108799547,,,,,,,,,,,,,,,,,3.0417565228836443,,,,,,,3.1298760878836442,,3.1728973333836428
104,6543b0ff78de482130930dbc,,,,,,,,,,,,,,,,-0.814186361187847,,,,,-0.559784354218352,,0.0856681713705765,,,,,,,,,,,,,,,,,2.7942632043836433,,,,,2.7309936153836443,,2.6916907508836436,
105,6544ff9e0fb2eaaf83e2de5c,,,,,,,,,,,,,,,-0.1635363266659695,,,,,,,-0.7652008976217124,,-0.05893663313164,,,,,,,,,,,,,,,2.8928241503836434,,,,,,,3.1210034773836437,,2.9820419943836436
106,65490276dc42961a8e1cdec3,,,,,,,,,,,,,,,,-0.4478518717482615,,,,,,,0.36861107852309805,,,,,,,,,,,,,,,,,2.7367965283836435,,,,,2.977595853383644,,2.652584575883643,
107,654e3fca4ff8d33df725feae,0.116042834883296,,,,,,,,,,-0.494368903902374,,,,,,-0.621474241917986,,,,,,,,2.3048102753836437,,,,,,,,,,3.0162181273836435,,,,,,3.1246957423836434,,,,,,,
108,655f93b2b4482d62ae2483c9,,,,,,,,,,,,,,,-0.1937029126805225,,,,,,,-0.4289341220391515,,0.034449857574970155,,,,,,,,,,,,,,,2.784527500383644,,,,,,,2.803396478883643,,2.7058923453836434
109,6582f7759b8356cebd01a772,,,,,,,,,,,,,,,,,,,,,,-0.67958423720615,,,,,,,,,,,,,,,,,3.107143027383644,,,,,,,3.193754871383645,,3.086944288383642
110,65b29244459729780361bfbc,0.02466250894329349,,,,,,,,,,-0.99075552179469,,,,,,-1.0302451651545361,,,,,,,,1.8949470443836436,,,,,,,,,,2.6472977688836434,,,,,,2.7384514898836443,,,,,,,
111,65b98fe25e75b5acc3f44626,0.296264713713346,,,,,,,,,,-0.69077929088482,,,,,,-0.817393196072208,,,,,,,,2.2699011798836426,,,,,,,,,,2.937780291383644,,,,,,2.8856530348836436,,,,,,,
112,65d6a41c1e0b776e613d7c33,,,-0.528119263925637,,,,,,,,,,,,,,,-0.1606316923690876,,-0.6144782654688394,,,,,,,2.8837150223836434,,,,,,,,,,,,,,,2.7371463553836435,,2.897687839883644,,,,
113,65dfc1cb5d408773b1a4271a,,,,,,0.12768778382881352,,,-0.984896130697081,,,,,-1.1057038199406,,,,,,,,,,,,,,,,3.0295193128836435,,,3.2248507033836447,,,,,3.047176067383645,,,,,,,,,,
114,65e00891e4c0c8cad9c1583a,,,,,,,,-0.825514203569838,,-0.561602969602758,,,,,,,,,,,,,,,,,,,,,,3.102055244883644,,2.8634352718836436,,,,,,,,,3.015937026883643,,,,,
115,65f366dfcb46b71238e9418d,,,-0.08027212008349449,,,,,,,,,,,,,,,0.3861987449220055,,0.16138794377733132,,,,,,,2.8570415233836437,,,,,,,,,,,,,,,2.7586046133836435,,2.8391435368836437,,,,
116,65f5cbcd2324b8dd6f3ff42d,,,,,,,,,-0.3122090389844735,,,,,-0.06505368479448051,,,,,,,,,,,,,,,,2.8053013048836433,,,2.921354313383644,,,,,2.809454737883643,,,,,,,,,,
117,66043087e6f547531945bb3f,,,-0.5564648167740995,,,,,,,,,,,,,,,0.0264441055899063,,-0.5040594057226351,,,,,,,2.8855779418836436,,,,,,,,,,,,,,,2.666045193883644,,2.807196905383644,,,,
118,660cda55786e37b1cbb49717,,,-0.867759396243135,,,,,,,,,,,,,,,-0.136155301798082,,-0.842063931599944,,,,,,,2.7437280753836437,,,,,,,,,,,,,,,2.721512288883644,,2.8278545418836436,,,,
119,660f723e25e5e624f89bd176,,,,,,,,,,,,,,,0.0836734331179073,,,,,,,-0.8673413492751895,,0.2859671356891735,,,,,,,,,,,,,,,2.8562151293836435,,,,,,,3.1707271478836425,,3.0162141078836444
120,6615a12e1e26787cd3c070ed,,,,,,-0.930561248909338,,,-1.1972595027447248,,,,,-1.28935957215538,,,,,,,,,,,,,,,,3.098343924883644,,,3.3048628083836435,,,,,3.165562436883643,,,,,,,,,,
121,6619a6b7ce5da964c6d15b4d,,,,,,0.14546459398266198,,,-0.4705656204636335,,,,,-0.6218067422828655,,,,,,,,,,,,,,,,2.7337011418836434,,,2.8546666308836435,,,,,2.8626307588836437,,,,,,,,,,
122,662948ed99960b11f2f8e3fe,,,,,,,,,,,,,,,-0.0619305955385503,,,,,,,-0.503353561383534,,0.100352541660101,,,,,,,,,,,,,,,2.6695638273836435,,,,,,,2.9790417498836437,,2.8114576168836436
123,662959a100c7d3660da21a4d,,,,-0.717535191195051,-0.695319163828383,,,,,,,,-0.21985014940471348,,,,,,,,,,,,,,,3.221181360883643,3.247144904383644,,,,,,,,2.9173139668836434,,,,,,,,,,,
124,662959b221d6790f5548ba36,,,-0.8840183866836016,,,,,,,,,,,,,,,-0.0259481468623261,,-0.6690191746686145,,,,,,,3.0181303663836445,,,,,,,,,,,,,,,2.8813718348836437,,3.066345604383644,,,,
125,662cf9017b3c4d1b5366c308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2609379063836434,,3.053300153883643,,,,,,,,,3.0620015273836434,,,,,
126,662d7fba32d6a738b194d893,,,-0.897729970803741,,,,,,,,,,,,,,,-0.2571642071404475,,-0.7317568810795521,,,,,,,2.9472687143836436,,,,,,,,,,,,,,,2.8701878583836438,,3.035703440883643,,,,
127,6631236a819d589594d78907,,,,,,,,,,,,,,,-0.3007916476738965,,,,,,,-0.750526005433964,,-0.000762733622401,,,,,,,,,,,,,,,2.9069845133836436,,,,,,,2.9862250508836428,,2.9496030878836437
128,66337d1de3bea5025f371c0b,,,,,,,,,,,,,,,,,,,,,,-0.456609844581093,,0.1312618986827,,,,,,,,,,,,,,,2.6451454683836433,,,,,,,2.9407709948836436,,2.8204649763836436
129,6634c1d8631a52e31f7bbfd1,,,,,,,,-1.1502260763191,,-0.267010896904121,,,,,,,,,-1.23584910496368,,,,,,,,,,,,,3.146734528383643,,2.9573526848836424,,,,,,,,,3.1871952518836437,,,,,
130,6634fb892af2e227ab65f004,,,,,,,,,,,,,,,0.00548602123554245,,,,,,,-0.6707127315986555,,0.06669592555805284,,,,,,,,,,,,,,,2.4870029628836443,,,,,,,2.856375426383644,,2.7999351378836437
131,663822d8a814aff3d650627c,,,,,,,,-0.9935990706875095,,-0.130201949789416,,,,,,,,,-0.8427505927939465,,,,,,,,,,,,,2.9688861758836436,,2.671979434383643,,,,,,,,,2.961577541883643,,,,,
132,663a422b52cb5c270f98f3ff,,,,,,0.1996173014228517,,,-0.680409936991799,,,,,-0.714644617795401,,,,,,,,,,,,,,,,2.345307706383644,,,2.6114756613836443,,,,,2.6238594598836436,,,,,,,,,,
133,663a5c3aff126ef7c5bd71a3,,-0.560435170046995,,,,,-0.546198072348763,,,,,-0.894122196781409,,,,,,,,,,,,,,3.176536985383643,,,,,3.219424473883644,,,,,3.264746696383643,,,,,,,,,,,,
134,663a8c84b8e7c046d854c8dd,,,,,,0.0034968681658197505,,,-0.692111865199698,,,,,-0.8825797221564016,,,,,,,,,,,,,,,,2.9695190983836435,,,3.1187836143836436,,,,,3.2190470083836447,,,,,,,,,,
135,663dff19b292e4e2c5c11a1b,,,,,,,,-0.597888953285456,,0.17241221222264552,,,,,,,,,-0.5922049383297435,,,,,,,,,,,,,2.648145368383644,,2.433575601883644,,,,,,,,,2.5772089013836434,,,,,
136,663f765f9fa234227ab6805c,0.038845057484343484,,,,,,,,,,-0.8006905507055375,,,,,,-0.8819548391162151,,,,,,,,3.012283341383643,,,,,,,,,,3.271645444383643,,,,,,3.2876760543836436,,,,,,,
137,6643bcf4ed868a9901a9dd7d,,,,,,,,-1.03698905827622,,,,,,,,,,,-1.101481274318485,,,,,,,,,,,,,3.3576718103836436,,3.1634797118836446,,,,,,,,,3.2978011533836433,,,,,
138,6645a794be029b87060615aa,,,-1.2189896172322,,,,,,,,,,,,,,,-1.00790202119451,,-1.16697975544435,,,,,,,3.255474511883644,,,,,,,,,,,,,,,3.034123853383643,,3.131892222883644,,,,
139,66463a880c519d1fe8124b10,,,,,,,,,,,,,,,,-1.16358021588773,,,,,-1.042470349604183,,0.1191203609977365,,,,,,,,,,,,,,,,,3.2017535583836434,,,,,3.134104770883643,,3.0370067788836437,
140,66478f227d798174d213c66e,,,,,,,,,,,,,,,,-0.726650925963909,,,,,-0.9390431167980134,,0.2472441435664,,,,,,,,,,,,,,,,,3.328488393883644,,,,,3.0918902503836447,,3.0489668603836435,
141,664a16dadcc9b3525dd04be1,,,,,,-0.787432946774075,,,-1.233986902215645,,,,,-1.261200838072305,,,,,,,,,,,,,,,,2.8358634433836434,,,3.2125037443836426,,,,,3.196520421883643,,,,,,,,,,
142,664a85285a37ffaabc5b0205,,,,,,-0.0964663857946867,,,-0.6713884105207559,,,,,-0.7705926888394875,,,,,,,,,,,,,,,,2.7713037443836432,,,3.020199733383643,,,,,2.8319346648836436,,,,,,,,,,
143,66521f2814361783a20f817a,,,,,,,,,,,,,,,,-1.0225330122973424,,,,,-1.07775740763871,,-0.07670342125305202,,,,,,,,,,,,,,,,,3.0022154123836433,,,,,2.986855720883643,,2.9847664363836426,
144,66578f9949d4c30ce9fb26f0,,,,,,,,,,,,,,,0.006888606243046151,,,,,,,-0.314916495475938,,,,,,,,,,,,,,,,,2.629347890383644,,,,,,,2.9679499148836435,,2.617566545883644
145,66646985b7cd65b52975ced8,,-1.1536401215798,,,,,-0.43772475004663103,,,,,-0.9402275538239125,,,,,,,,,,,,,,3.4022750323836437,,,,,3.2527529613836434,,,,,3.3276862603836435,,,,,,,,,,,,
146,6664dfc807e75330a8b54a8b,,-0.641892503052498,,,,,0.152756070727129,,,,,-0.24157792150596952,,,,,,,,,,,,,,2.9762958378836437,,,,,3.0639661858836442,,,,,2.9742484708836434,,,,,,,,,,,,
147,6669f862528d0daadf3d2fe6,-0.008863450511466503,,,,,,,,,,-0.9008375070650201,,,,,,-0.9281327067656009,,,,,,,,2.640839830883644,,,,,,,,,,3.0940448038836426,,,,,,3.2025590673836426,,,,,,,
148,667363a421930ecb36370e9e,,,,,,,,-0.771747306090229,,-0.0504533760162329,,,,,,,,,-0.738034601560255,,,,,,,,,,,,,2.791696620383644,,2.659680990383644,,,,,,,,,2.790683639883644,,,,,
149,6677f5427f4f962c707a91bb,-0.0800439305466166,,,,,,,,,,-0.7257860549373375,,,,,,-0.7138376445822205,,,,,,,,2.6163704583836433,,,,,,,,,,2.967453032883643,,,,,,2.995834603383644,,,,,,,
150,667998e5c55fe7def1eb7496,,,,-0.9509153003030906,-1.013088150325272,,,,,,,,-0.4175358324999045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,667f52753697ee3c2bdb9976,,,,,-0.27882261263493,,,,,,,,0.270150180210077,,,,,,,,,,,,,,,2.747062984883643,2.6267556553836435,,,,,,,,2.630282726383644,,,,,,,,,,,
152,66805f486ae4ada5289839e3,,-0.7951012705085976,,,,,-0.0380307111162524,,,,,-0.296912080716626,,,,,,,,,,,,,,2.8282364988836437,,,,,2.836686349383644,,,,,2.810501796383644,,,,,,,,,,,,
153,6682b197d953c2cf476e0bd7,,,,,,,,-0.7146400563160404,,-0.30976108881249104,,,,,,,,,-0.6999381293302429,,,,,,,,,,,,,3.1272398463836444,,2.9177406448836436,,,,,,,,,2.987433989883643,,,,,
154,66885d217777eda6f3a9b8dd,,,,,,-0.21804865036767207,,,-0.932660495509338,,,,,-0.961519839711863,,,,,,,,,,,,,,,,2.9579259683836434,,,3.189642305383644,,,,,3.206035849883644,,,,,,,,,,
155,668866e2b374a3ce385398b0,,-0.881257064036425,,,,,0.09428567739693525,,,,,-0.12499003555377225,,,,,,,,,,,,,,3.0322297533836426,,,,,2.6415347723836438,,,,,2.8046849523836443,,,,,,,,,,,,
156,668ac4c1b3549e7f656154d4,,-1.0090164287574002,,,,,-0.40421479216544054,,,,,-0.579612915697754,,,,,,,,,,,,,,3.1274349328836446,,,,,3.0778276443836425,,,,,3.054838393383644,,,,,,,,,,,,
157,668c7f53f74d7adcaf5c6d5e,,,,,,-0.365981462285826,,,-0.9158649195762836,,,,,-1.04034425542384,,,,,,,,,,,,,,,,3.0072629378836426,,,3.1483225248836435,,,,,3.341979005883643,,,,,,,,,,
158,66927feeb5bedd35aee3cc5f,,,,,,,,,,0.0559832385787683,,,,,,,,,-0.674395023557918,,,,,,,,,,,,,2.939969751383644,,2.644717635383644,,,,,,,,,2.8003337853836436,,,,,
159,6693450723a28e436302669b,0.12937313382773702,,,,,,,,,,-0.5419367016896854,,,,,,-0.6563063625281556,,,,,,,,2.4645397378836433,,,,,,,,,,2.845491822383644,,,,,,2.822191112383644,,,,,,,
160,6694251bbfc3e4a246f8125a,,,,,,,,-0.9636418264033559,,-0.32175760310989,,,,,,,,,-0.823097934460397,,,,,,,,,,,,,3.116155407383644,,3.0040645778836446,,,,,,,,,3.039461194883644,,,,,
161,669519293719d01c2fdd1311,,-0.702925433806736,,,,,-0.47999749894525245,,,,,-0.2626357268633845,,,,,,,,,,,,,,2.954458987383643,,,,,2.9474459858836433,,,,,2.9884600908836436,,,,,,,,,,,,
162,6695227ee33b1435180a693c,,,,,,,,,,,,,,,,-0.87120485025947,,,,,-0.9592195286496015,,0.7064970828829971,,,,,,,,,,,,,,,,,3.133622199883643,,,,,3.3252028943836436,,3.056259568383643,
163,6697db687b72c375cbe3cf3f,,,-0.8229456822687264,,,,,,,,,,,,,,,-0.33248306705115,,-0.732442975477212,,,,,,,2.9752920363836433,,,,,,,,,,,,,,,3.024685388383643,,2.973096342383643,,,,
164,66a2812744e8026f80ef0879,,,-0.470882464745173,,,,,,,,,,,,,,,-0.0064326187616595,,-0.690768847946028,,,,,,,2.9180806468836438,,,,,,,,,,,,,,,2.842650654383644,,3.024675224883644,,,,
165,66a3f9e04ef0793e01b941d7,,,,-0.7863901162409566,-0.784808861350356,,,,,,,,-0.0346475768035144,,,,,,,,,,,,,,,3.0061584488836433,3.024520395383643,,,,,,,,2.8632088603836436,,,,,,,,,,,
166,66a529d528f1beaaf60ec987,,,-0.7781454478003635,,,,,,,,,,,,,,,-0.0736674607183445,,-0.748626567314884,,,,,,,2.9729843263836435,,,,,,,,,,,,,,,2.990540693383643,,2.947036691883643,,,,
167,66a79b4aaf24282474164ba8,,,,,,-0.3148982362898893,,,-1.089341773700375,,,,,-1.1370651956280349,,,,,,,,,,,,,,,,2.9785977373836428,,,3.0302024483836436,,,,,3.1015342273836444,,,,,,,,,,
168,66a9979ad8c56c6f29446781,,,,,,,,,,,,,,,-0.8896405346211356,,,,,,,-1.0616775153287885,,-1.16201520767242,,,,,,,,,,,,,,,3.1466567538836427,,,,,,,3.0958183098836427,,3.0091795853836443
169,66ad51a1e19ebb113081bd4a,-0.14624242173801455,,,,,,,,,,-0.865346920306674,,,,,,-1.0386974734924275,,,,,,,,2.7836301993836434,,,,,,,,,,3.414078387383643,,,,,,3.365776816383644,,,,,,,
170,66b3e078bef7d6dd6c53e015,,,,,,,,,,,,,,,-0.330767012610045,,,,,,,-0.9014628643973295,,-0.3094929405480647,,,,,,,,,,,,,,,2.9264549278836443,,,,,,,3.085033724883644,,2.8836681388836443
171,66b8c57c379b1653b3b0042b,,,,,,0.181209638706127,,,,,,,,-0.6414735382584955,,,,,,,,,,,,,,,,2.9664046383836444,,,3.1143489283836425,,,,,2.968258676883644,,,,,,,,,,
172,66b92d3b18295c1e6c125b85,,,,,,,,,,,,,,,,-0.881973707286959,,,,,-0.801996892100608,,0.599582204139018,,,,,,,,,,,,,,,,,2.8520546828836437,,,,,2.8525189808836435,,2.594983683383644,
173,66ba3aae7ca0ab9bfdc5f2de,,,,,,,,,-1.1691274558069251,,,,,-1.215418664643955,,,,,,,,,,,,,,,,3.1128329038836435,,,3.2932511903836446,,,,,3.222810482383643,,,,,,,,,,
174,66bad67c8e7f9fff447d4a1d,,-0.8884830717021865,,,,,-0.263877152902087,,,,,-0.18032166728505775,,,,,,,,,,,,,,3.3198116158836433,,,,,3.289140182383644,,,,,3.2977782893836434,,,,,,,,,,,,
175,66bcffc3e6f77501141b3d0f,,,,-0.7620309846174,-0.6962737709381774,,,,,,,,-0.08580950405836951,,,,,,,,,,,,,,,3.0838789538836435,3.0380747518836433,,,,,,,,2.873967692383644,,,,,,,,,,,
176,66bd0b8a2d07447ae9a52ec3,,,-1.4085076613921599,,,,,,,,,,,,,,,-1.22016066566142,,-1.39072791743145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,66bf519b34c66d259e5554d1,,,,,,,,,,,,,,,0.06477646776329116,,,,,,,-0.575616718598279,,-0.0062308020305869,,,,,,,,,,,,,,,2.9327227603836437,,,,,,,3.044670027383644,,2.7382467858836437
178,66bfd4b46a7e9cec65d88461,,,,-0.494259707436687,-0.40585891531872653,,,,,,,,0.032173547451466,,,,,,,,,,,,,,,2.8139995843836436,2.8314017578836435,,,,,,,,2.7938466113836435,,,,,,,,,,,
179,66c29b779cf30310f1591d03,-0.161313985294968,,,,,,,,,,-1.07428740199655,,,,,,-1.07710550365357,,,,,,,,2.8197697733836433,,,,,,,,,,3.1240625443836447,,,,,,3.006238449883644,,,,,,,
180,66c573ef958593d5c69b5a66,,,,,,,,-0.7001086810842935,,-0.09838685705080875,,,,,,,,,-0.696366913221897,,,,,,,,,,,,,3.0401755448836445,,2.969004000883644,,,,,,,,,3.181185763383644,,,,,
181,66cf20fddbb839227888305e,,,,-0.814841382810062,-0.756519833215493,,,,,,,,0.0100166866112764,,,,,,,,,,,,,,,3.328208158883644,3.104022357883645,,,,,,,,2.994029447383644,,,,,,,,,,,
182,66d282830897b77f5b260208,,,,,,,,,,,,,,,,,,,,,,,,,2.7849873218836434,,,,,,,,,,,,,,,,,,,,,,,
183,66d5d10f4defd1d7b2cdd5c5,,,,,,-0.4584836056577675,,,-1.109708519279375,,,,,-1.18225367062292,,,,,,,,,,,,,,,,3.0868861738836433,,,3.1535050248836445,,,,,3.0622080558836426,,,,,,,,,,
184,66d6341eb7b4aa17e073c514,,,,,,,,-0.911109645203791,,-0.239282187019383,,,,,,,,,-0.692161521399876,,,,,,,,,,,,,3.177700109883644,,2.9364362128836436,,,,,,,,,3.1305235478836435,,,,,
185,66d84e02c99eb8bbe8a3eb70,,,,-0.8176160792150865,-0.8342455812933135,,,,,,,,-0.2706447776337295,,,,,,,,,,,,,,,3.1461704163836437,3.1100588668836435,,,,,,,,2.9399267223836443,,,,,,,,,,,
186,66d87fec4dffa84ac87bd3d1,,,,,,,,,,,,,,,,-0.505804243272612,,,,,-0.5648924473650021,,0.4498762311719095,,,,,,,,,,,,,,,,,3.1465477928836423,,,,,3.172324911883644,,3.091701926383643,
187,66e0c0a1fab28ce6352ae19c,,,-0.5734898821150635,,,,,,,,,,,,,,,-0.09351814478994555,,-0.5244864454194009,,,,,,,2.6366282478836434,,,,,,,,,,,,,,,2.6692594603836435,,2.715691473383644,,,,
188,66e0f316a0095cad21c39447,,,-0.657668420508018,,,,,,,,,,,,,,,-0.13345486470477025,,-0.6118423783781035,,,,,,,2.9713834248836437,,,,,,,,,,,,,,,2.8158981243836436,,3.1001450533836428,,,,
189,66e18aed7a77c82578abfbab,,,-0.9281873140247721,,,,,,,,,,,,,,,-0.0753235526184238,,-0.8171295513861915,,,,,,,3.0738220603836433,,,,,,,,,,,,,,,2.9843225393836432,,3.2341382638836436,,,,
190,66e465310995bbdb0cb21fc4,-0.3180248910674702,,,,,,,,,,-1.0857244668805959,,,,,,-1.0218815540735604,,,,,,,,2.8080086778836435,,,,,,,,,,2.864393353883644,,,,,,2.9694378208836443,,,,,,,
191,66ea3bd1e07be8d1df0f1bd1,,,,,,,,,,,,,,,,,,,,,-1.38282525638469,,,,,,,,,,,,,,,,,,,,,,,,,,3.444599547383643,
192,66ee4d807a6161ba6a9b5211,,,,-1.0056906270161796,-1.024873544245453,,,,,,,,-0.648047036914521,,,,,,,,,,,,,,,3.208257418383643,3.2168551288836436,,,,,,,,3.1081816233836435,,,,,,,,,,,
